Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"CRK","COMSTOCK RESOURCES INC.","","Etats-Unis","NYSE","USD","15.87","0.98","5.21","5.23","13.01","2.21","3.92","2","2","3.97","14.50","6","21.79","11.00","2.36"
"CRL","CHARLES RIVER LABORATORIES INTERNATIONAL, INC.","","Etats-Unis","NYSE","USD","-4.23","0.80","4.83","3.62","9.64","5.55","1.80","0","4","2.58","14.34","6","-3.54","-1.39","2.22"
"PFE","PFIZER INC.","","Etats-Unis","NYSE","USD","8.91","0.74","7.87","6.77","3.85","5.03","3.71","2","3","3.70","5.91","6","12.48","3.43","2.40"
"WLK","WESTLAKE CORPORATION","","Etats-Unis","NYSE","USD","-14.47","0.69","-1.51","-1.21","11.50","2.62","3.74","2","2","3.75","11.71","6","-13.17","-5.65","2.15"
"CRM","SALESFORCE INC","","Etats-Unis","NYSE","USD","12.40","0.29","10.48","9.89","2.71","9.63","1.35","0","1","3.78","5.69","6","17.96","9.15","1.90"
"PFGC","PERFORMANCE FOOD GROUP CO.","","Etats-Unis","NYSE","USD","7.67","1.59","4.73","8.88","1.90","5.40","0.84","0","0","1.66","3.98","6","0.53","7.89","3.85"
"GFL","GFL ENVIRONMENTAL INC.","","Etats-Unis","NYSE","USD","59.50","1.06","1.65","17.14","36.97","1.38","0.30","0","1","1.48","7.81","6","57.64","-6.18","2.58"
"VMI","VALMONT INDUSTRIES, INC.","","Etats-Unis","NYSE","USD","21.86","0.56","17.58","18.21","7.59","14.72","3.16","2","4","1.67","4.40","6","8.62","-0.85","2.05"
"MPC","MARATHON PETROLEUM CORPORATION","","Etats-Unis","NYSE","USD","24.19","1.43","7.40","25.31","7.80","10.62","5.98","2","5","5.96","36.38","6","4.43","-5.43","3.49"
"MP","MP MATERIALS CORP.","","Etats-Unis","NYSE","USD","-5.66","0.51","-7.50","-3.08","4.25","-5.95","5.57","2","2","9.45","4.40","6","-38.26","-5.90","1.95"
"CRS","CARPENTER TECHNOLOGY CORPORATION","","Etats-Unis","NYSE","USD","25.75","0.31","19.45","19.82","6.85","15.35","4.07","2","3","9.87","16.00","6","16.96","6.40","1.72"
"BILL","BILL HOLDINGS INC.","","Etats-Unis","NYSE","USD","-0.30","0.53","-1.58","-0.14","0.66","-3.73","2.12","0","0","3.17","4.87","6","-0.68","13.20","2.89"
"GFR","GREENFIRE RESOURCES LTD.","","Etats-Unis","NYSE","USD","4.78","0.01","4.41","1.03","17.17","3.46","7.21","1","3","6.13","25.12","5","7.87","-5.53","1.10"
"MPT","MEDICAL PROPERTIES TRUST, INC.","","Etats-Unis","NYSE","USD","-5.85","2.13","2.95","-27.83","31.09","2.55","0.57","0","0","0.40","21.99","2","-28.39","-2.36","3.26"
"LII","LENNOX INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","","1.52","","","","","","","","","","0","","","3.51"
"VNO","VORNADO REALTY TRUST","","Etats-Unis","NYSE","USD","14.44","1.16","1.31","5.09","8.10","1.12","0.18","0","1","0.31","5.12","6","51.77","-0.02","2.28"
"MRK","MERCK & CO., INC.","","Etats-Unis","NYSE","USD","36.88","0.94","20.93","26.19","21.99","14.94","11.02","4","5","11.35","20.59","6","28.09","3.99","2.60"
"GGG","GRACO INC.","","Etats-Unis","NYSE","USD","19.92","0.02","22.59","21.65","2.74","25.19","3.75","6","6","3.88","4.26","6","23.33","0.93","1.23"
"HR","HEALTHCARE REALTY TRUST INCORPORATED","","Etats-Unis","NYSE","USD","-5.00","0.89","0.74","-6.57","3.76","0.43","0.27","0","0","0.36","5.92","6","-21.65","-7.40","1.97"
"HPQ","HP INC.","","Etats-Unis","NYSE","USD","-303.06","-31.45","27.86","-231.49","71.83","35.21","6.51","6","0","9.84","104.96","6","4.57","1.46",""
"BIO","BIO-RAD LABORATORIES INC.","","Etats-Unis","NYSE","USD","10.84","0.19","1.18","-6.73","17.47","1.47","0.26","0","2","0.53","24.85","6","29.42","-1.66","1.42"
"HRB","H&R BLOCK INC.","","Etats-Unis","NYSE","USD","710.90","17.89","47.74","785.53","161.36","44.43","3.01","6","6","3.52","319.95","6","18.59","4.54","27.72"
"CRH","CRH PLC","","Etats-Unis","NYSE","USD","15.68","0.77","9.19","15.09","1.16","9.86","0.73","0","5","2.47","5.31","6","10.12","3.51","2.29"
"HRI","HERC HOLDINGS INC.","","Etats-Unis","NYSE","USD","0.06","4.97","5.16","15.01","14.56","6.48","1.83","0","4","1.61","13.94","6","0.02","14.84","7.07"
"HRL","HORMEL FOODS CORPORATION","","Etats-Unis","NYSE","USD","6.00","0.36","5.44","8.87","2.48","6.39","0.89","0","3","1.84","3.71","6","3.95","-0.02","1.69"
"CRI","CARTER'S INC.","","Etats-Unis","NYSE","USD","10.32","1.31","6.11","20.16","9.12","10.87","4.13","4","4","4.35","11.65","6","3.17","-0.80","2.77"
"CRGY","CRESCENT ENERGY INC.","","Etats-Unis","NYSE","USD","3.51","1.11","3.67","3.12","6.37","5.10","1.92","1","1","5.03","3.50","6","4.67","22.58","2.41"
"ONTO","ONTO INNOVATION INC.","","Etats-Unis","NYSE","USD","6.79","0.01","7.36","8.36","2.31","8.87","2.56","2","1","4.87","4.05","6","13.60","11.00","1.13"
"NVGS","NAVIGATOR HOLDINGS LTD.","","Etats-Unis","NYSE","USD","8.46","0.72","5.64","7.76","0.64","5.66","0.16","0","0","1.91","6.17","6","18.04","3.24","1.81"
"CAL","CALERES INC.","","Etats-Unis","NYSE","USD","-1.63","1.46","1.35","17.01","18.13","7.51","5.67","3","4","10.92","140.55","6","-0.36","-1.06","3.23"
"NVR","NVR, INC.","","Etats-Unis","NYSE","USD","33.18","0.27","42.57","37.62","3.89","55.05","11.47","6","6","12.34","7.33","6","12.96","4.15","1.52"
"NVRI","ENVIRI CORP.","","Etats-Unis","NYSE","USD","44.56","-3.03","-3.12","-84.92","169.00","-0.76","2.20","0","1","2.30","152.07","6","-17.70","-6.18",""
"NVST","ENVISTA HOLDINGS CORPORATION","","Etats-Unis","NYSE","USD","1.56","0.51","4.19","-10.77","18.04","3.58","1.05","0","0","2.31","18.99","6","1.73","2.94","1.83"
"CAH","CARDINAL HEALTH INC.","","Etats-Unis","NYSE","USD","-63.64","-3.26","16.56","-48.32","18.58","15.45","1.06","3","1","3.72","77.48","6","0.67","5.87",""
"CAG","CONAGRA BRANDS INC.","","Etats-Unis","NYSE","USD","-25.06","1.14","5.63","-2.61","19.98","5.07","1.98","0","2","1.64","19.85","6","-16.99","-3.24","2.72"
"NVT","NVENT ELECTRIC PLC","","Etats-Unis","NYSE","USD","20.39","0.45","8.23","16.70","5.48","7.98","1.70","0","3","1.96","8.99","6","18.24","9.22","1.84"
"CAE","CAE INC.","","Etats-Unis","NYSE","USD","6.23","0.60","5.69","2.84","8.34","5.28","0.86","0","0","0.58","7.50","6","6.57","7.12","2.07"
"NFG","NATIONAL FUEL GAS COMPANY","","Etats-Unis","NYSE","USD","17.45","0.92","8.89","13.01","8.98","8.23","0.57","0","4","1.39","16.73","6","22.77","2.36","2.82"
"CACI","CACI INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","12.82","1.21","7.80","12.92","0.52","8.64","0.82","0","6","0.64","0.39","6","5.60","11.76","2.65"
"WAL","WESTERN ALLIANCE BANCORPORATION","","Etats-Unis","NYSE","USD","13.52","0.82","","12.83","0.62","","","","6","","1.45","0","28.52","27.82","11.68"
"CALX","CALIX INC.","","Etats-Unis","NYSE","USD","2.18","0.02","1.04","0.80","4.25","-0.91","6.80","2","1","9.80","5.75","6","1.79","-1.92","1.23"
"NUVB","NUVATION BIO INC.","","Etats-Unis","NYSE","USD","-53.18","0.19","-69.62","-57.16","47.25","-119.33","70.30","0","0","49.71","54.32","2","-325.31","","1.95"
"WD","WALKER & DUNLOP INC.","","Etats-Unis","NYSE","USD","3.25","1.42","1.75","4.99","1.51","2.28","0.54","0","3","1.55","4.50","6","4.62","8.19","2.90"
"CFR","CULLEN/FROST BANKERS INC.","","Etats-Unis","NYSE","USD","15.31","0.05","","16.02","1.24","","","","4","","5.29","0","29.02","6.06","11.60"
"GS","THE GOLDMAN SACHS GROUP, INC.","","Etats-Unis","NYSE","USD","13.91","3.09","","11.05","3.41","","","","2","","2.28","0","29.47","12.25","14.48"
"NTR","NUTRIEN LTD.","","Etats-Unis","NYSE","USD","9.22","0.47","6.75","5.69","3.25","5.71","1.16","1","2","1.96","4.03","6","8.54","-3.81","2.06"
"CANG","CANGO INC. - ADR","","Etats-Unis","NYSE","USD","-130.00","1.41","-0.55","-43.02","75.34","0.26","0.75","0","1","10.10","75.57","6","-90.39","-36.42","2.85"
"NTST","NETSTREIT CORP.","","Etats-Unis","NYSE","USD","0.50","0.77","1.51","0.06","0.85","1.06","0.40","0","0","0.10","0.85","6","3.83","21.38","1.80"
"WAB","WABTEC CORPORATION","","Etats-Unis","NYSE","USD","11.10","0.50","8.38","9.80","1.63","7.59","1.10","0","0","1.45","2.06","6","10.59","7.42","1.97"
"CGAU","CENTERRA GOLD INC.","","Etats-Unis","NYSE","USD","31.43","0.01","13.82","10.53","18.71","8.20","6.53","1","2","4.03","10.74","6","42.18","12.45","1.44"
"NU","NU HOLDINGS LTD.","","Etats-Unis","NYSE","USD","30.28","0.17","","25.53","6.41","","","","3","","28.01","0","27.02","37.36","6.62"
"WAT","WATERS CORPORATION","","Etats-Unis","NYSE","USD","29.28","0.19","18.18","49.91","24.94","20.49","2.92","6","6","6.74","72.96","6","20.30","3.47","1.98"
"NUE","NUCOR CORPORATION","","Etats-Unis","NYSE","USD","9.36","0.32","7.22","14.53","7.86","11.65","6.58","3","3","5.96","8.07","6","6.27","-3.25","1.59"
"NUS","NU SKIN ENTERPRISES INC.","","Etats-Unis","NYSE","USD","22.00","0.38","7.34","1.03","20.95","4.67","2.31","2","3","4.24","20.96","6","10.79","-13.15","1.75"
"HAL","HALLIBURTON COMPANY","","Etats-Unis","NYSE","USD","12.27","0.77","12.55","22.68","9.41","16.20","3.38","4","5","4.86","48.03","6","5.82","-1.83","2.38"
"WCN","WASTE CONNECTIONS INC.","","Etats-Unis","NYSE","USD","13.37","1.11","7.41","10.53","2.73","7.47","0.38","0","1","0.82","3.98","6","11.37","8.63","2.56"
"SVV","SAVERS VALUE VILLAGE INC.","","Etats-Unis","NYSE","USD","5.28","3.17","4.68","10.06","6.62","5.66","1.20","1","3","3.29","28.71","6","1.35","5.79","4.62"
"WEC","WEC ENERGY GROUP INC.","","Etats-Unis","NYSE","USD","11.58","1.59","4.25","11.69","0.52","4.25","0.08","0","2","0.08","0.42","6","15.87","4.98","3.67"
"NYT","NEW YORK TIMES CO.","","Etats-Unis","NYSE","USD","17.34","0.02","17.94","15.70","1.76","14.90","2.84","5","4","1.73","4.54","6","12.18","7.91","1.47"
"BYD","BOYD GAMING CORPORATION","","Etats-Unis","NYSE","USD","87.79","1.04","12.38","53.25","29.94","13.20","1.10","5","5","5.84","27.73","6","44.94","4.62","2.52"
"HAWK","HAWKEYE 360, INC.","","Etats-Unis","NYSE","USD","-2.11","0.02","-6.45","-7.33","7.39","-14.43","11.29","0","0","7.98","5.23","2","-5.74","162.61","1.12"
"O","REALTY INCOME CORPORATION","","Etats-Unis","NYSE","USD","2.70","0.73","3.19","2.64","0.22","3.01","0.30","0","0","0.43","0.49","6","18.61","18.72","1.81"
"CHPT","CHARGEPOINT HOLDINGS, INC.","","Etats-Unis","NYSE","USD","-277.38","12.75","-46.27","-176.86","87.38","-56.68","17.80","0","1","19.69","106.47","6","-53.55","-9.91","37.20"
"BXSL","BLACKSTONE SECURED LENDING FUND","","Etats-Unis","NYSE","USD","9.15","1.29","","11.72","2.27","","","0","2","","2.57","1","92.69","-1.62","2.35"
"BXP","BOSTON PROPERTIES, INC.","","Etats-Unis","NYSE","USD","4.91","2.26","3.04","3.16","1.96","3.05","0.05","0","2","0.15","3.54","6","11.03","3.14","3.40"
"BXMT","BLACKSTONE MORTGAGE TRUST INC","","Etats-Unis","NYSE","USD","3.01","4.61","","1.23","5.49","","","","0","","5.56","0","19.84","-9.21","5.71"
"BXDC","BLACKSTONE DIGITAL INFRASTRUCTURE TRUST INC.","","Etats-Unis","NYSE","USD","","","","","","","","","","","","0","","",""
"NET","CLOUDFLARE INC.","","Etats-Unis","NYSE","USD","-8.16","2.41","-13.35","-14.46","10.45","-15.20","1.87","0","0","1.78","8.23","6","-4.72","29.30","4.14"
"CHH","CHOICE HOTELS INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","544.21","11.16","16.04","-1793.32","3815.19","17.30","1.10","5","4","5.50","3787.42","6","23.17","1.69","16.10"
"CHGG","CHEGG INC.","","Etats-Unis","NYSE","USD","-66.17","0.58","-41.68","-70.52","74.56","-18.90","19.79","0","1","22.60","92.70","6","-27.44","-27.46","2.32"
"GRNT","GRANITE RIDGE RESOURCES INC.","","Etats-Unis","NYSE","USD","3.92","0.64","7.08","6.31","5.08","9.36","2.81","2","2","6.36","2.77","6","5.41","6.90","1.93"
"NXE","NEXGEN ENERGY LTD.","","Etats-Unis","NYSE","USD","-20.57","0.32","","-5.78","15.88","","","","0","","48.31","0","","","1.35"
"GRND","GRINDR INC.","","Etats-Unis","NYSE","USD","-224.09","8.52","26.26","244.67","507.29","18.46","7.76","2","2","4.87","130.81","6","21.54","30.15","11.30"
"GRMN","GARMIN LTD.","","Etats-Unis","NYSE","USD","19.78","0.02","23.19","19.43","0.40","19.85","4.79","6","6","4.88","1.80","6","22.96","17.72","1.23"
"HASI","HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL INC.","","Etats-Unis","NYSE","USD","7.44","1.79","-0.26","8.11","0.78","-0.26","","0","0","","2.98","1","47.00","17.55","3.08"
"CHCT","COMMUNITY HEALTHCARE TRUST INC.","","Etats-Unis","NYSE","USD","1.13","1.25","1.77","0.67","1.15","1.88","0.40","0","0","1.12","2.50","6","4.21","3.63","2.31"
"NEXA","NEXA RESOURCES S.A.","","Etats-Unis","NYSE","USD","18.99","1.42","11.98","-4.72","20.60","7.82","5.23","1","1","5.05","22.33","6","7.43","8.01","4.09"
"CHD","CHURCH & DWIGHT CO., INC.","","Etats-Unis","NYSE","USD","17.62","0.55","11.71","17.48","3.16","12.02","0.60","3","6","3.13","4.89","6","11.88","2.82","2.23"
"BZH","BEAZER HOMES USA INC.","","Etats-Unis","NYSE","USD","3.67","0.85","1.24","10.40","6.09","5.07","3.48","1","4","3.73","6.58","6","1.92","3.67","2.09"
"THO","THOR INDUSTRIES INC.","","Etats-Unis","NYSE","USD","6.14","0.22","4.95","7.53","2.04","6.38","1.56","2","2","2.07","2.70","6","2.68","-7.19","1.65"
"WEAV","WEAVE COMMUNICATIONS INC.","","Etats-Unis","NYSE","USD","-37.56","0.63","-37.73","-38.23","0.65","-37.68","0.51","0","0","39.62","38.27","6","-11.74","18.41","2.52"
"NYCB","FLAGSTAR FINANCIAL CORPORATION","","Etats-Unis","NYSE","USD","-0.92","2.54","","5.28","5.38","","","","0","","4.59","0","-2.17","64.05",""
"GRDN","GUARDIAN PHARMACY SERVICES INC.","","Etats-Unis","NYSE","USD","26.61","0.17","23.88","4.82","64.45","6.08","29.61","5","5","27.78","66.36","6","3.38","17.67","1.89"
"NEU","NEWMARKET CORPORATION","","Etats-Unis","NYSE","USD","25.85","0.55","13.97","34.85","8.33","17.94","3.44","5","6","2.50","8.62","6","15.37","0.49","1.96"
"OBDC","BLUE OWL CAPITAL CORPORATION","","Etats-Unis","NYSE","USD","9.40","1.26","","10.89","2.13","","","","1","","1.98","0","88.41","-9.39","2.32"
"CFG","CITIZENS FINANCIAL GROUP, INC.","","Etats-Unis","NYSE","USD","7.24","0.43","","6.72","0.52","","","","0","","1.41","0","22.20","0.14","8.60"
"NLY","ANNALY CAPITAL MANAGEMENT, INC.","","Etats-Unis","NYSE","USD","14.22","1.98","","2.74","15.15","","","","3","","18.04","0","91.41","","8.39"
"CE","CELANESE CORPORATION","","Etats-Unis","NYSE","USD","-22.84","2.89","2.92","-5.70","29.84","3.48","0.53","1","4","1.61","45.10","6","-12.06","-6.60","4.85"
"CBRE","CBRE GROUP INC.","","Etats-Unis","NYSE","USD","13.57","1.04","5.72","12.18","1.21","6.39","0.68","0","3","0.79","1.72","6","3.15","12.66","3.21"
"NOTE","FISCALNOTE HOLDINGS, INC.","","Etats-Unis","NYSE","USD","-81.67","2.44","-12.71","-63.64","69.87","-13.10","3.13","0","2","4.33","364.20","6","-68.39","-15.19","4.12"
"NOV","NOV INC.","","Etats-Unis","NYSE","USD","2.37","0.37","4.24","9.90","7.48","6.06","1.78","0","1","6.21","29.62","6","1.73","0.93","1.79"
"GTY","GETTY REALTY CORP.","","Etats-Unis","NYSE","USD","7.79","0.94","4.58","7.40","0.39","4.42","0.17","0","0","0.23","1.02","6","35.72","9.23","2.03"
"GTN","GRAY TELEVISION, INC.","","Etats-Unis","NYSE","USD","-2.96","2.07","3.23","2.57","9.46","4.34","1.95","0","3","1.72","9.81","6","-2.75","-2.88","3.72"
"NOW","SERVICENOW, INC.","","Etats-Unis","NYSE","USD","15.49","0.19","13.01","19.79","6.57","11.15","3.10","2","3","1.46","5.43","6","13.16","21.66","2.01"
"NP","NEPTUNE INSURANCE HOLDINGS INC.","","Etats-Unis","NYSE","USD","-21.20","-1.05","925.98","-15.28","5.26","577.86","488.81","5","1","5.62","9.80","6","23.45","37.11",""
"NMAX","NEWSMAX INC.","","Etats-Unis","NYSE","USD","-205.18","0.09","-168.65","138.01","325.40","-186.91","115.37","0","2","141.68","382.32","3","-52.57","18.28","2.26"
"TBBB","BBB FOODS INC.","","Etats-Unis","NYSE","USD","-69.60","3.39","-5.42","-58.17","59.83","5.41","9.38","1","2","11.62","99.31","5","-3.63","33.16","7.40"
"NMG","NOUVEAU MONDE GRAPHITE INC.","","Etats-Unis","NYSE","USD","-90.09","0.24","","-82.95","10.87","","","","1","","11.94","0","","","2.18"
"CBT","CABOT CORPORATION","","Etats-Unis","NYSE","USD","22.82","0.71","13.34","30.27","8.61","14.41","1.55","5","5","4.96","30.53","6","10.13","-2.81","2.24"
"CCI","CROWN CASTLE INC.","","Etats-Unis","NYSE","USD","-50.23","-18.08","5.73","-51.15","73.33","5.44","0.43","0","3","0.82","86.66","6","10.41","-21.85",""
"CCL","CARNIVAL CORPORATION LTD.","","Etats-Unis","NYSE","USD","25.63","2.28","10.00","16.10","14.91","6.93","3.20","0","2","9.40","32.17","6","10.37","11.03","4.21"
"CCO","CLEAR CHANNEL OUTDOOR HOLDINGS, INC.","","Etats-Unis","NYSE","USD","-0.70","-1.91","6.87","4.49","4.97","5.69","1.16","0","2","4.45","5.24","6","1.54","-13.16",""
"NOC","NORTHROP GRUMMAN CORPORATION","","Etats-Unis","NYSE","USD","26.17","1.02","10.76","22.53","7.72","9.63","2.49","0","6","2.12","9.00","6","9.97","3.33","3.08"
"NOG","NORTHERN OIL AND GAS INC.","","Etats-Unis","NYSE","USD","1.74","1.13","7.87","30.55","32.70","14.31","7.22","4","4","11.99","119.14","6","1.85","4.81","2.54"
"CDE","COEUR MINING, INC.","","Etats-Unis","NYSE","USD","26.41","0.11","22.69","7.02","18.67","10.28","11.26","1","1","4.83","8.34","6","28.30","58.77","1.42"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS INC.","","Etats-Unis","NYSE","USD","0.09","0.76","1.94","0.82","1.03","1.87","0.10","0","0","0.07","0.73","2","0.16","11.88","2.00"
"NOMD","NOMAD FOODS LTD.","","Etats-Unis","NYSE","USD","5.30","0.92","6.74","7.12","1.69","6.88","0.62","0","0","0.21","1.89","6","4.51","-0.20","2.54"
"NNN","NNN REIT, INC.","","Etats-Unis","NYSE","USD","8.89","1.09","4.67","9.23","0.31","4.63","0.04","0","0","0.30","2.12","6","42.08","5.76","2.13"
"CDP","COPT DEFENSE PROPERTIES","","Etats-Unis","NYSE","USD","10.13","1.77","4.54","4.96","8.21","4.02","0.67","0","0","0.21","7.25","6","20.88","5.61","2.96"
"CC","CHEMOURS CO.","","Etats-Unis","NYSE","USD","-90.19","17.51","-0.40","-34.36","52.04","1.23","4.20","2","4","6.06","68.86","6","-6.65","-1.83","29.41"
"CBZ","CBIZ INC.","","Etats-Unis","NYSE","USD","6.52","1.04","4.36","8.59","6.69","4.79","3.11","0","2","2.75","4.90","6","4.19","31.65","2.50"
"GVA","GRANITE CONSTRUCTION INCORPORATED","","Etats-Unis","NYSE","USD","19.15","1.23","9.74","11.81","8.21","7.03","4.37","0","2","5.15","13.25","6","4.98","12.29","3.30"
"HAFN","HAFNIA LTD","","Etats-Unis","NYSE","USD","14.79","0.48","9.23","28.91","12.32","16.43","6.24","3","5","9.75","19.20","6","14.89","-7.58","1.64"
"CB","CHUBB LIMITED","","Etats-Unis","NYSE","USD","14.34","0.22","5.12","14.91","0.77","5.02","0.14","0","4","0.10","5.58","2","17.77","9.54","3.41"
"NPKI","NPK INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","11.49","0.08","9.67","-8.52","27.99","6.81","2.53","0","0","7.64","21.53","6","14.06","-39.21","1.26"
"NSC","NORFOLK SOUTHERN CORPORATION","","Etats-Unis","NYSE","USD","19.25","1.11","8.93","17.64","2.88","9.34","0.63","0","6","0.92","4.37","6","23.59","0.10","2.91"
"H","HYATT HOTELS CORPORATION","","Etats-Unis","NYSE","USD","-1.31","1.25","2.24","13.27","19.23","2.27","0.33","0","2","6.15","15.06","6","-0.69","3.20","3.84"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","","Etats-Unis","NYSE","USD","-40.33","3.16","2.10","-60.91","19.32","0.55","1.47","0","0","1.20","40.38","3","-8.22","3.63","5.55"
"LION","LIONSGATE STUDIOS CORP.","","Etats-Unis","NYSE","USD","19.47","-3.71","2.77","19.08","0.55","3.76","1.39","0","2","0.57","33.11","3","-7.30","-17.64",""
"WCC","WESCO INTERNATIONAL INC.","","Etats-Unis","NYSE","USD","12.86","1.30","8.00","14.47","1.65","8.60","0.89","0","5","3.00","6.24","6","2.73","2.48","3.28"
"CF","CF INDUSTRIES HOLDINGS, INC.","","Etats-Unis","NYSE","USD","23.40","0.47","19.25","21.52","2.64","17.39","3.35","5","5","9.06","8.60","6","25.38","3.36","1.81"
"GSBD","GOLDMAN SACHS BDC INC.","","Etats-Unis","NYSE","USD","7.96","1.32","","8.18","4.33","","","","1","","4.72","0","90.27","-20.30","2.38"
"NI","NISOURCE INC.","","Etats-Unis","NYSE","USD","9.07","1.39","4.84","8.22","0.80","4.44","0.36","0","0","0.37","5.12","6","15.24","9.84","3.08"
"HAE","HAEMONETICS CORPORATION","","Etats-Unis","NYSE","USD","12.03","1.54","9.67","14.69","3.63","8.93","0.66","0","4","4.35","4.05","6","7.29","0.95","3.01"
"CARR","CARRIER GLOBAL CORPORATION","","Etats-Unis","NYSE","USD","11.13","0.87","5.44","25.59","20.29","6.87","2.33","0","5","2.53","11.54","6","7.30","-0.80","2.63"
"WBS","WEBSTER FINANCIAL CORPORATION","","Etats-Unis","NYSE","USD","10.77","0.39","","9.92","1.14","","","","1","","2.44","0","34.75","4.32","8.86"
"CARS","CARS.COM INC.","","Etats-Unis","NYSE","USD","4.08","0.96","4.20","13.57","11.97","4.20","0.01","0","1","1.06","141.14","6","2.77","2.44","2.25"
"CAVA","CAVA GROUP INC.","","Etats-Unis","NYSE","USD","8.64","0.60","6.80","16.98","7.25","5.74","1.94","0","3","11.52","4.96","5","5.40","27.23","1.74"
"NPWR","NET POWER INC.","","Etats-Unis","NYSE","USD","-124.08","0.01","","-45.33","68.22","-5.97","2.26","0","0","1.60","116.75","2","","","1.12"
"GWRE","GUIDEWIRE SOFTWARE INC","","Etats-Unis","NYSE","USD","4.99","0.49","-1.17","-1.31","6.75","-7.74","6.41","0","0","5.44","6.22","6","5.81","15.25","1.87"
"GTES","GATES INDUSTRIAL CORPORATION PLC","","Etats-Unis","NYSE","USD","7.86","0.64","8.16","7.20","0.75","7.35","0.88","0","0","2.14","2.55","6","8.02","-1.79","1.94"
"CAT","CATERPILLAR INC.","","Etats-Unis","NYSE","USD","43.53","2.03","13.34","52.41","7.84","15.61","1.97","3","6","4.17","13.29","6","13.14","0.39","4.62"
"GWH","ESS TECH INC.","","Etats-Unis","NYSE","USD","-338.33","2.46","-211.03","-177.76","142.90","-158.28","55.75","0","1","60.34","290.63","4","-4007.58","-54.18","5.94"
"GWW","W.W. GRAINGER, INC.","","Etats-Unis","NYSE","USD","46.10","0.69","27.67","54.47","7.84","31.09","2.99","6","6","5.66","11.38","6","10.08","4.35","2.16"
"NKE","NIKE, INC. - CLASS B","","Etats-Unis","NYSE","USD","22.14","0.74","22.06","28.51","10.05","27.11","8.72","6","6","10.56","12.07","6","6.70","-4.96","2.58"
"NJR","NEW JERSEY RESOURCES CORPORATION","","Etats-Unis","NYSE","USD","14.62","1.58","5.07","14.12","0.44","5.48","0.38","0","4","0.93","4.47","6","16.48","1.85","3.17"
